dt,x,y,position,velocity,acceleration,jerk,heading
0.010000,22.273671,26.027860,22.491595,7.965981,-7.064677,-63.064581,6.055465
0.010000,22.350487,26.009885,22.570485,7.889027,-7.695331,-63.065398,6.051175
0.010000,22.426415,25.991776,22.648543,7.805768,-8.325947,-63.061671,6.046923
0.010000,22.501395,25.973557,22.725705,7.716203,-8.956491,-63.054359,6.042715
0.010000,22.575368,25.955254,22.801908,7.620334,-9.586921,-63.042984,6.038554
0.010000,22.648273,25.936895,22.877090,7.518162,-10.217195,-63.027450,6.034444
0.010000,22.720052,25.918508,22.951187,7.409689,-10.847290,-63.009477,6.030389
0.010000,22.790647,25.900122,23.024136,7.294917,-11.477164,-62.987404,6.026393
0.010000,22.859997,25.881765,23.095874,7.173849,-12.106798,-62.963360,6.022459
0.010000,22.928045,25.863469,23.166339,7.046488,-12.736159,-62.936094,6.018593
0.010000,22.994733,25.845264,23.235468,6.912835,-13.365227,-62.906810,6.014797
0.010000,23.060004,25.827183,23.303197,6.772895,-13.993983,-62.875639,6.011076
0.010000,23.123800,25.809256,23.369463,6.626671,-14.622416,-62.843320,6.007433
0.010000,23.186064,25.791518,23.434205,6.474166,-15.250502,-62.808552,6.003872
0.010000,23.246740,25.774002,23.497359,6.315384,-15.878241,-62.773856,6.000398
0.010000,23.305771,25.756740,23.558862,6.150328,-16.505624,-62.738396,5.997013
0.010000,23.363131,25.739759,23.618683,5.982064,-16.826357,-32.073229,5.993720
0.010000,23.418823,25.723076,23.676820,5.813716,-16.834816,-0.845952,5.990519
0.010000,23.472851,25.706704,23.733273,5.645343,-16.837302,-0.248535,5.987410
0.010000,23.525218,25.690661,23.788043,5.476948,-16.839442,-0.214060,5.984394
